datetime,Unnamed: 0.1,Unnamed: 0,Site Name,Management Domain,ManageObject_x,Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Wind direction(°),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Device connection status,ManageObject_y,Inverter status,Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,year,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,date,Tcell,Pm,Hieu suat
2022-03-22 12:45:00,2795,2795,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.2,47.5,4.3,,13.212,948.3,Online,1020C0058922/INVT_08,Grid connected,390.4,386.5,387.5,227.7,223.0,222.4,149.884,150.625,150.471,98.09,71.2,1.0,50.15,100.994,-0.206,396.44,102.939,685.1,685.1,697.4,697.4,686.8,686.8,687.5,687.5,695.6,695.6,691.2,691.2,687.6,687.6,697.0,697.0,688.9,688.9,700.0,700.0,14.68,0.0,0.0,14.59,14.78,0.0,0.0,14.62,14.61,0.0,0.0,14.56,14.93,0.0,14.81,0.0,0.0,14.86,14.64,0.0,4290.97,2022/03/22 05:34:58,2022/03/21 17:46:15,438.96,445.11,442.21,433.34,440.79,434.06,444.9,451.38,442.66,449.42,4286.67,4288.3,0.0,4422.83,0.0,2022-03-22 12:45:00,2022,3,22,12,1,Tuesday,36,516,2022-03-22,38.126875,134389.52507764322,76.59748774357766
2022-03-23 12:25:00,2946,2946,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.8,50.8,4.0,,12.385,998.9,Online,1020C0058922/INVT_08,Grid connected,392.4,389.6,391.1,228.4,224.5,224.2,151.222,151.829,151.779,98.09,71.4,0.997,50.12,102.631,1.467,366.67,104.619,684.9,684.9,698.7,698.7,686.5,686.5,685.5,685.5,693.1,693.1,685.5,685.5,680.5,680.5,689.0,689.0,676.4,676.4,688.5,688.5,15.29,0.0,0.0,15.17,15.43,0.0,0.0,15.22,15.22,0.0,0.0,15.14,15.56,0.0,15.33,0.0,0.0,15.35,15.14,0.0,4933.61,2022/03/23 05:33:36,2022/03/22 17:57:50,504.18,510.94,508.0,498.06,506.14,499.06,511.18,518.0,508.5,515.82,4929.19,4930.82,0.0,5079.88,0.0,2022-03-23 12:25:00,2022,3,23,12,2,Wednesday,60,540,2022-03-23,38.043125,141617.06748377084,73.87457024697198
2022-03-24 12:25:00,3101,3101,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,27.0,37.6,4.6,,9.499,1120.1,Online,1020C0058922/INVT_08,Grid connected,396.2,394.0,394.8,229.8,226.4,226.7,155.098,155.806,155.57,98.05,55.1,0.999,50.09,106.107,-2.058,281.9,108.218,694.9,694.9,694.1,694.1,696.9,696.9,705.8,705.8,719.1,719.1,703.4,703.4,714.1,714.1,695.3,695.3,702.5,702.5,707.6,707.6,12.49,0.0,0.0,13.68,14.93,0.0,0.0,15.81,16.36,0.0,0.0,17.0,17.0,0.0,16.92,0.0,0.0,15.55,15.15,0.0,5463.62,2022/03/24 05:34:23,2022/03/23 17:55:20,557.88,565.38,562.32,551.42,560.38,552.69,565.82,573.22,562.85,570.57,5459.18,5460.81,0.0,5622.53,0.0,2022-03-24 12:25:00,2022,3,24,12,3,Thursday,84,564,2022-03-24,34.000625,161868.8529183695,66.85535731483459
2022-03-25 12:10:00,3253,3253,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.0,48.2,4.0,,12.72,1007.5,Online,1020C0058922/INVT_08,Grid connected,397.6,393.3,394.0,230.4,226.2,226.5,151.464,152.293,151.949,98.15,71.5,0.999,50.01,103.403,-4.149,373.97,105.363,644.5,644.5,578.3,578.3,648.9,648.9,661.0,661.0,577.6,577.6,579.6,579.6,647.5,647.5,662.4,662.4,653.1,653.1,578.2,578.2,16.82,0.0,0.0,17.36,16.79,0.0,0.0,16.18,17.23,0.0,0.0,17.33,17.06,0.0,16.79,0.0,0.0,16.75,17.55,0.0,6123.09,2022/03/25 05:36:17,2022/03/24 17:58:23,624.64,632.87,629.86,617.87,627.55,619.4,633.83,641.72,630.77,638.56,6118.68,6120.31,0.0,6297.07,0.0,2022-03-25 12:10:00,2022,3,25,12,4,Friday,108,588,2022-03-25,38.296875,142663.04422802842,73.85444532614268
2022-03-26 12:00:00,3406,3406,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.4,51.1,2.3,,12.028,932.2,Online,1020C0058922/INVT_08,Grid connected,403.4,399.7,399.3,233.2,230.5,229.3,141.45,142.221,141.644,98.14,69.3,1.0,50.11,97.944,-2.368,349.05,99.79,639.7,639.7,648.2,648.2,647.2,647.2,641.8,641.8,648.2,648.2,641.6,641.6,641.8,641.8,653.8,653.8,641.5,641.5,642.8,642.8,15.43,0.0,0.0,15.41,15.31,0.0,0.0,15.29,15.34,0.0,0.0,15.4,15.52,0.0,15.43,0.0,0.0,15.41,15.7,0.0,6739.3,2022/03/26 05:30:29,2022/03/25 17:53:42,687.2,696.11,693.06,680.06,690.41,681.61,697.48,705.74,694.2,702.23,6734.88,6736.51,0.0,6928.1,0.0,2022-03-26 12:00:00,2022,3,26,12,5,Saturday,132,612,2022-03-26,38.22625,132045.10754876395,75.57265986787719
2022-03-28 13:15:00,3607,3607,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,27.8,40.8,4.3,,9.606,1021.3,Online,1020C0058922/INVT_08,Grid connected,394.1,390.7,392.0,229.1,225.0,224.7,160.403,161.042,161.041,97.7,50.6,0.996,50.05,109.007,-0.962,283.39,111.574,732.6,732.6,733.7,733.7,732.3,732.3,728.2,728.2,726.4,726.4,730.5,730.5,722.7,722.7,722.2,722.2,719.9,719.9,717.6,717.6,15.21,0.0,0.0,15.14,15.3,0.0,0.0,15.16,15.1,0.0,0.0,15.08,15.45,0.0,15.33,0.0,0.0,15.41,15.19,0.0,7316.28,2022/03/28 08:14:07,2022/03/27 06:51:26,745.9,755.12,752.21,738.21,748.99,740.14,757.08,765.43,753.65,761.54,7311.77,7313.4,0.0,7518.27,0.0,2022-03-28 13:15:00,2022,3,28,13,0,Monday,13,661,2022-03-28,34.183125000000004,147464.65685064593,75.66151943309613
2022-03-29 10:45:00,3733,3733,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,29.4,49.7,1.5,,5.16,1158.4,Online,1020C0058922/INVT_08,Grid connected,398.8,393.7,395.5,231.4,227.5,227.2,160.454,161.081,160.747,97.74,50.7,0.999,50.06,110.0,-0.164,158.29,112.543,726.7,726.7,726.3,726.3,724.9,724.9,726.2,726.2,725.2,725.2,725.7,725.7,725.1,725.1,726.4,726.4,725.7,725.7,725.8,725.8,14.7,0.0,0.0,15.4,15.05,0.0,0.0,14.89,15.49,0.0,0.0,15.11,15.3,0.0,15.81,0.0,0.0,15.64,15.83,0.0,7655.51,2022/03/29 05:33:15,2022/03/28 17:59:16,780.53,789.68,787.06,772.35,783.41,774.57,792.27,800.54,788.46,796.59,7651.1,7652.73,0.0,7865.46,0.0,2022-03-29 10:45:00,2022,3,29,10,1,Tuesday,34,682,2022-03-29,36.64,165331.47976274815,68.07112605627192
2022-03-30 12:25:00,3909,3909,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,30.7,44.9,2.5,,9.441,1127.8,Online,1020C0058922/INVT_08,Grid connected,400.8,396.8,398.4,233.2,228.8,228.2,160.406,160.885,160.866,97.76,62.1,1.0,50.02,110.0,-2.24,287.17,112.509,721.8,721.8,729.4,729.4,724.0,724.0,722.8,722.8,728.4,728.4,728.5,728.5,722.1,722.1,729.4,729.4,723.6,723.6,728.9,728.9,15.34,0.0,0.0,15.67,15.28,0.0,0.0,15.25,15.57,0.0,0.0,15.01,15.57,0.0,15.78,0.0,0.0,15.52,15.74,0.0,8276.79,2022/03/30 05:32:07,2022/03/29 18:03:49,843.59,853.07,850.59,834.65,846.4,837.37,856.41,864.73,851.9,860.72,8272.38,8274.01,0.0,8499.43,0.0,2022-03-30 12:25:00,2022,3,30,12,2,Wednesday,60,708,2022-03-30,37.74875,160116.62284355934,70.26690795866087
2022-04-03 13:05:00,4534,402,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,23.9,44.9,2.5,,6.869,1244.5,Online,1020C0058922/INVT_08,Grid connected,405.7,402.0,402.0,235.6,231.6,231.5,157.368,158.012,157.662,97.72,47.0,1.0,50.06,109.812,0.267,212.85,112.362,725.8,725.8,725.5,725.5,725.0,725.0,725.4,725.4,724.3,724.3,724.8,724.8,725.2,725.2,725.6,725.6,724.9,724.9,725.2,725.2,15.15,0.0,0.0,15.33,15.36,0.0,0.0,15.33,15.49,0.0,0.0,15.58,15.4,0.0,15.61,0.0,0.0,15.68,15.42,0.0,9108.92,2022/04/03 05:29:57,2022/04/02 17:57:51,929.54,938.06,936.87,918.46,931.99,921.63,943.5,951.97,937.12,947.87,496.81,9106.15,0.0,9357.01,0.0,2022-04-03 13:05:00,2022,4,3,13,6,Sunday,157,61,2022-04-03,31.678124999999998,181805.21412942873,61.80350796760345
2022-04-04 12:35:00,4686,554,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,25.2,39.9,1.7,,3.705,872.3,Online,1020C0058922/INVT_08,Grid connected,397.6,395.6,397.2,231.4,227.9,228.0,119.392,119.865,119.803,98.32,41.8,1.0,49.77,82.16,-0.501,122.42,83.563,766.8,766.8,766.8,766.8,766.2,766.2,766.6,766.6,765.6,765.6,766.1,766.1,766.5,766.5,766.9,766.9,766.1,766.1,766.3,766.3,10.8,0.0,0.0,10.83,11.16,0.0,0.0,10.56,10.68,0.0,0.0,10.99,10.77,0.0,10.79,0.0,0.0,10.98,10.53,0.0,9380.54,2022/04/04 05:34:27,2022/04/03 17:54:34,957.41,965.8,964.96,945.78,959.72,949.11,971.73,980.16,965.09,976.01,768.38,9377.72,0.0,9636.69,0.0,2022-04-04 12:35:00,2022,4,4,12,0,Monday,12,84,2022-04-04,30.651874999999997,128038.37831291738,65.26402560002558
2022-04-06 12:15:00,4996,864,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,30.1,53.8,2.0,,5.218,1256.4,Online,1020C0058922/INVT_08,Grid connected,404.8,400.4,401.7,235.4,231.5,230.4,156.393,157.047,156.973,97.72,58.8,1.0,49.99,109.215,1.096,167.72,111.74,729.6,729.6,729.1,729.1,728.7,728.7,729.1,729.1,728.1,728.1,728.5,728.5,728.9,728.9,729.2,729.2,728.5,728.5,728.7,728.7,14.47,0.0,0.0,15.45,14.89,0.0,0.0,14.48,15.55,0.0,0.0,14.75,14.89,0.0,15.79,0.0,0.0,15.15,15.65,0.0,10038.91,2022/04/06 05:38:31,2022/04/05 17:59:36,1024.96,1033.3,1033.04,1012.26,1026.99,1015.76,1040.16,1048.57,1032.86,1044.2,1426.8,10036.14,0.0,10312.1,0.0,2022-04-06 12:15:00,2022,4,6,12,2,Wednesday,60,132,2022-04-06,37.9525,178200.79005618882,62.704548035262384
2022-04-07 11:40:00,5147,1015,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,28.2,46.6,4.3,,11.163,991.5,Online,1020C0058922/INVT_08,Grid connected,401.5,396.9,398.4,234.2,229.1,228.4,153.393,153.959,153.806,98.09,65.8,1.0,50.1,106.126,-0.282,342.18,108.226,678.4,678.4,691.2,691.2,679.6,679.6,680.4,680.4,687.9,687.9,682.7,682.7,679.6,679.6,689.4,689.4,680.4,680.4,691.3,691.3,15.7,0.0,0.0,15.65,15.83,0.0,0.0,15.65,15.64,0.0,0.0,15.58,15.99,0.0,15.89,0.0,0.0,15.94,15.67,0.0,10654.84,2022/04/07 05:25:47,2022/04/06 17:56:29,1087.39,1096.51,1096.09,1074.19,1089.72,1077.85,1103.52,1112.56,1096.14,1107.77,2042.72,10652.06,0.0,10941.74,0.0,2022-04-07 11:40:00,2022,4,7,11,3,Thursday,83,155,2022-04-07,34.396875,143018.22007178422,75.67287576763214
2022-04-08 11:45:00,5306,1174,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,28.0,44.5,2.3,,11.88,930.1,Online,1020C0058922/INVT_08,Grid connected,403.0,399.0,399.8,234.1,230.2,229.7,146.171,146.833,146.668,98.18,61.0,0.999,50.03,101.459,0.065,323.55,103.382,644.3,644.3,660.4,660.4,662.5,662.5,656.5,656.5,662.4,662.4,656.0,656.0,655.9,655.9,662.8,662.8,651.7,651.7,669.9,669.9,15.59,0.0,0.0,15.71,15.55,0.0,0.0,15.61,15.58,0.0,0.0,15.47,15.75,0.0,15.74,0.0,0.0,15.87,15.55,0.0,11321.11,2022/04/08 05:18:33,2022/04/07 17:59:55,1154.45,1164.8,1163.97,1140.75,1157.66,1144.8,1171.83,1181.94,1164.43,1176.57,2708.89,11318.23,0.0,11621.2,0.0,2022-04-08 11:45:00,2022,4,8,11,4,Friday,107,179,2022-04-08,33.813125,134529.6067195977,76.84702462223116
2022-04-09 11:35:00,5462,1330,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,27.8,46.5,3.3,,11.613,948.6,Online,1020C0058922/INVT_08,Grid connected,402.2,397.6,398.3,233.5,228.7,228.0,148.097,148.965,148.488,98.16,61.3,1.0,49.83,102.415,0.351,321.03,104.378,648.2,648.2,661.1,661.1,653.5,653.5,656.3,656.3,664.1,664.1,651.8,651.8,655.4,655.4,665.9,665.9,657.4,657.4,666.1,666.1,15.71,0.0,0.0,15.86,15.68,0.0,0.0,15.73,15.66,0.0,0.0,15.7,16.04,0.0,16.04,0.0,0.0,15.74,15.63,0.0,12000.9,2022/04/09 05:21:25,2022/04/08 18:05:12,1222.64,1234.76,1233.12,1208.5,1227.29,1212.97,1241.25,1253.04,1234.0,1246.81,3388.68,11998.02,0.0,12314.38,0.0,2022-04-09 11:35:00,2022,4,9,11,5,Saturday,131,203,2022-04-09,33.728750000000005,137259.69214061723,76.04417463873429
2022-04-11 10:45:00,5769,1637,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,29.7,43.5,2.2,,5.602,900.8,Online,1020C0058922/INVT_08,Grid connected,403.7,400.6,400.8,234.0,231.4,231.1,125.702,126.104,125.978,98.22,52.5,1.0,49.98,87.586,1.077,176.18,89.192,710.4,710.4,721.1,721.1,711.0,711.0,704.3,704.3,703.5,703.5,690.9,690.9,687.9,687.9,694.0,694.0,675.6,675.6,689.0,689.0,13.62,0.0,0.0,13.52,13.71,0.0,0.0,13.59,13.52,0.0,0.0,13.45,13.24,0.0,12.7,0.0,0.0,10.11,9.29,0.0,13150.96,2022/04/11 05:30:22,2022/04/10 18:03:50,1337.41,1353.76,1349.96,1322.6,1345.73,1328.03,1358.55,1374.12,1351.44,1366.11,4538.91,13148.25,0.0,13487.71,0.0,2022-04-11 10:45:00,2022,4,11,10,0,Monday,10,250,2022-04-11,35.33,129365.56593530001,68.94570387038532
2022-04-12 11:30:00,5937,1805,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,30.1,45.0,2.9,,8.215,818.4,Online,1020C0058922/INVT_08,Grid connected,402.7,397.6,398.8,234.0,230.4,229.9,128.069,128.642,128.283,98.26,61.6,1.0,50.16,88.663,0.171,255.13,90.288,695.6,695.6,707.6,707.6,697.6,697.6,697.2,697.2,704.2,704.2,698.4,698.4,696.2,696.2,705.7,705.7,696.9,696.9,707.9,707.9,12.86,0.0,0.0,12.74,12.95,0.0,0.0,12.79,12.79,0.0,0.0,12.73,13.07,0.0,12.92,0.0,0.0,12.82,12.84,0.0,13698.83,2022/04/12 05:20:01,2022/04/11 18:00:06,1391.66,1410.61,1405.45,1376.75,1402.39,1382.63,1414.03,1432.16,1407.07,1423.62,5086.69,13696.03,0.0,14046.37,0.0,2022-04-12 11:30:00,2022,4,12,11,1,Tuesday,35,275,2022-04-12,35.215,117595.73641440106,76.77829379955574
2022-04-13 11:40:00,6097,1965,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.0,47.1,4.6,,9.382,809.2,Online,1020C0058922/INVT_08,Grid connected,403.6,400.3,400.8,234.3,230.7,229.9,127.134,127.88,127.555,98.23,59.2,0.997,49.9,88.487,-1.838,266.35,90.091,652.9,652.9,668.5,668.5,657.0,657.0,649.6,649.6,666.2,666.2,657.7,657.7,655.0,655.0,673.6,673.6,667.4,667.4,667.3,667.3,13.59,0.0,0.0,13.37,13.46,0.0,0.0,13.61,13.48,0.0,0.0,13.36,13.75,0.0,13.51,0.0,0.0,13.47,13.64,0.0,14248.16,2022/04/13 05:18:38,2022/04/12 17:59:37,1446.7,1467.23,1461.24,1431.38,1458.69,1437.61,1470.11,1489.75,1462.97,1480.63,5636.02,14245.36,0.0,14606.31,0.0,2022-04-13 11:40:00,2022,4,13,11,2,Wednesday,59,299,2022-04-13,36.0575,115811.72732568666,77.79091295879334
2022-04-14 11:45:00,6257,2125,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.0,46.5,2.1,,10.746,881.1,Online,1020C0058922/INVT_08,Grid connected,396.8,392.8,394.0,229.5,226.8,226.0,111.52,111.919,111.766,98.13,64.1,0.998,50.09,76.311,-0.304,320.67,77.765,746.1,746.1,745.9,745.9,745.5,745.5,745.9,745.9,744.8,744.8,745.1,745.1,745.5,745.5,745.9,745.9,745.1,745.1,745.3,745.3,9.51,0.0,0.0,10.64,9.88,0.0,0.0,9.59,10.59,0.0,0.0,9.85,9.95,0.0,10.82,0.0,0.0,10.14,10.54,0.0,14775.73,2022/04/14 05:21:10,2022/04/13 17:55:21,1500.43,1521.36,1515.36,1484.41,1512.41,1490.8,1524.48,1544.52,1517.15,1535.07,6163.59,14772.93,0.0,15145.99,0.0,2022-04-14 11:45:00,2022,4,14,11,3,Thursday,83,323,2022-04-14,36.506875,125833.61371988557,61.79986229522926
2022-04-15 10:55:00,6406,2274,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.6,45.7,2.7,,5.854,889.3,Online,1020C0058922/INVT_08,Grid connected,402.0,398.4,399.5,233.2,229.6,228.9,139.159,139.682,139.314,98.14,59.1,1.0,50.19,96.138,-0.592,181.73,97.98,676.3,676.3,684.7,684.7,672.5,672.5,674.3,674.3,678.7,678.7,673.9,673.9,668.9,668.9,675.4,675.4,668.4,668.4,678.9,678.9,14.27,0.0,0.0,14.18,14.38,0.0,0.0,14.21,14.17,0.0,0.0,14.33,14.51,0.0,14.59,0.0,0.0,14.44,14.24,0.0,15273.08,2022/04/15 05:34:02,2022/04/14 17:58:44,1550.94,1572.34,1566.13,1534.29,1563.14,1540.98,1575.67,1596.14,1568.19,1586.38,6660.86,15270.2,0.0,15654.2,0.0,2022-04-15 10:55:00,2022,4,15,10,4,Friday,106,346,2022-04-15,37.158125,126612.16174488241,77.38593090087595
2022-04-16 11:30:00,6572,2440,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.8,44.4,5.6,,6.31,908.1,Online,1020C0058922/INVT_08,Grid connected,393.9,390.1,391.5,229.1,224.9,225.1,148.075,148.957,148.76,98.07,55.4,0.999,49.9,100.838,0.851,201.69,102.78,692.6,692.6,675.5,675.5,690.5,690.5,674.5,674.5,674.5,674.5,681.8,681.8,690.7,690.7,687.4,687.4,691.0,691.0,668.6,668.6,14.63,0.0,0.0,15.01,14.73,0.0,0.0,15.11,15.06,0.0,0.0,14.74,15.0,0.0,15.01,0.0,0.0,14.98,15.49,0.0,15838.03,2022/04/16 05:16:02,2022/04/15 17:55:37,1608.48,1630.04,1623.87,1591.25,1620.64,1598.1,1634.04,1654.75,1626.23,1644.73,7225.91,15835.25,0.0,16232.13,0.0,2022-04-16 11:30:00,2022,4,16,11,5,Saturday,131,371,2022-04-16,37.475625,129093.35837020783,79.61679926650632
2022-04-17 10:35:00,6721,2589,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,29.5,38.8,2.1,,6.022,1044.2,Online,1020C0058922/INVT_08,Grid connected,400.3,396.0,396.1,231.3,228.6,228.1,131.104,131.514,131.006,98.07,52.7,1.0,50.08,90.124,-2.39,184.75,91.842,775.0,775.0,774.8,774.8,774.3,774.3,774.7,774.7,773.6,773.6,774.2,774.2,774.5,774.5,774.9,774.9,774.0,774.0,774.4,774.4,10.67,0.0,0.0,11.79,11.41,0.0,0.0,11.47,12.04,0.0,0.0,11.85,12.02,0.0,12.48,0.0,0.0,12.08,12.25,0.0,16297.72,2022/04/17 05:17:34,2022/04/16 17:53:50,1655.39,1676.91,1670.95,1637.63,1667.24,1644.51,1681.64,1702.24,1673.55,1692.14,7685.58,16294.92,0.0,16702.2,0.0,2022-04-17 10:35:00,2022,4,17,10,6,Sunday,154,394,2022-04-17,36.02625,149466.75981311256,61.446438067457734
2022-04-18 12:15:00,6901,2769,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,28.3,41.2,4.0,,13.691,1258.8,Online,1020C0058922/INVT_08,Grid connected,402.1,397.6,399.7,233.6,230.0,229.9,128.05,128.791,128.418,98.2,71.1,0.997,50.17,88.775,-0.105,404.85,90.402,669.1,669.1,672.6,672.6,660.6,660.6,678.7,678.7,675.8,675.8,665.0,665.0,667.7,667.7,680.6,680.6,668.8,668.8,680.8,680.8,13.53,0.0,0.0,13.71,13.77,0.0,0.0,13.05,13.13,0.0,0.0,13.04,13.41,0.0,13.45,0.0,0.0,13.69,13.6,0.0,17150.1,2022/04/18 05:11:55,2022/04/17 18:06:48,1741.81,1764.36,1758.0,1723.29,1753.88,1730.23,1769.16,1790.65,1761.09,1780.02,8537.96,17147.3,0.0,17572.49,0.0,2022-04-18 12:15:00,2022,4,18,12,0,Monday,12,420,2022-04-18,36.167500000000004,180064.08874063464,50.20545775244256
2022-04-21 09:40:00,7352,3220,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,28.8,45.6,0.9,,5.498,970.3,Online,1020C0058922/INVT_08,Grid connected,398.5,394.4,395.1,231.6,227.0,226.7,150.659,151.376,151.067,98.13,51.8,1.0,50.01,103.441,-0.677,159.18,105.445,652.6,652.6,663.0,663.0,663.9,663.9,668.6,668.6,673.4,673.4,662.3,662.3,656.9,656.9,674.9,674.9,662.4,662.4,674.9,674.9,15.77,0.0,0.0,16.01,15.68,0.0,0.0,15.54,15.53,0.0,0.0,15.78,16.06,0.0,15.76,0.0,0.0,16.06,15.71,0.0,18273.81,2022/04/21 05:09:09,2022/04/20 18:03:59,1856.51,1879.12,1873.21,1835.98,1868.21,1843.64,1885.15,1906.95,1876.66,1896.05,9661.68,18271.02,0.0,18721.48,0.0,2022-04-21 09:40:00,2022,4,21,9,3,Thursday,81,489,2022-04-21,34.864375,139652.79916134797,75.505110268627
2022-04-22 11:00:00,7530,3398,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,32.1,49.7,1.2,,9.734,979.2,Online,1020C0058922/INVT_08,Grid connected,401.2,396.1,397.9,232.3,229.5,228.1,150.784,151.476,151.11,98.11,56.9,1.0,50.06,104.078,-0.184,254.6,106.061,647.9,647.9,665.1,665.1,654.6,654.6,658.0,658.0,657.7,657.7,653.9,653.9,652.4,652.4,656.1,656.1,645.0,645.0,651.1,651.1,16.12,0.0,0.0,15.92,16.07,0.0,0.0,15.81,15.98,0.0,0.0,16.02,16.32,0.0,16.31,0.0,0.0,16.58,16.43,0.0,19005.22,2022/04/22 05:11:56,2022/04/21 18:06:50,1929.55,1954.49,1947.43,1908.35,1943.1,1916.81,1959.47,1983.59,1951.55,1972.11,10393.0,19002.34,0.0,19466.45,0.0,2022-04-22 11:00:00,2022,4,22,11,4,Friday,107,515,2022-04-22,38.22,138706.75388358414,76.46419300462935
2022-04-23 12:00:00,7702,3570,VNM - Đà Nẵng - Nhà Máy,/BCG Energy,1020C0058922/EM001020C0058922,31.9,51.3,2.4,,13.501,993.8,Online,1020C0058922/INVT_08,Grid connected,402.0,398.2,399.0,232.2,229.4,228.9,115.891,116.316,116.145,98.07,60.3,1.0,50.06,80.358,2.489,355.67,81.939,727.6,727.6,727.3,727.3,726.9,726.9,727.2,727.2,726.1,726.1,726.5,726.5,726.9,726.9,727.2,727.2,726.7,726.7,726.9,726.9,10.16,0.0,0.0,11.6,10.66,0.0,0.0,10.32,11.64,0.0,0.0,10.67,10.74,0.0,12.11,0.0,0.0,11.1,11.88,0.0,19703.52,2022/04/23 05:09:53,2022/04/22 17:57:21,1999.49,2026.39,2018.4,1977.72,2014.56,1986.58,2030.53,2056.52,2022.6,2044.53,11091.38,19700.72,0.0,20177.32,0.0,2022-04-23 12:00:00,2022,4,23,12,5,Saturday,132,540,2022-04-23,38.11125,140848.13902889314,58.17542252595279
